Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
196,Elysian Park (Lower CFM),1.8E-5,0.009,3.6013033E-5
146,Elysian Park (Upper),5.72E-4,0.262,0.0010056715
90,Emerson-Copper Mtn 2011,2.16E-4,0.108,8.2894997E-4
95,Eureka Peak,2.0E-6,0.001,5.0813524E-6
20,Fickle Hill (alt1),1.86E-4,0.092,2.8655992E-4
698,Fish Slough 2011 CFM,5.4E-5,0.027,1.5610366E-4
893,Fitzhugh Creek,2.8E-5,0.014,4.9661856E-5
204,Fontana (Seismicity),1.14E-4,0.057,2.7451906E-4
634,Franklin 2011 CFM,3.66E-4,0.18,5.9008814E-4
699,Garberville - Briceland 2011 CFM,0.001514,0.58,0.0025254672
159,Garlic Springs,1.94E-4,0.097,2.2524351E-4
341,Garlock (Central),0.00137,0.576,0.001769922
48,Garlock (East),0.00133,0.545,0.0013207955
49,Garlock (West),8.38E-4,0.388,0.0011861473
700,Gillem - Big Crack 2011 CFM,7.4E-5,0.037,1.4175435E-4
160,Goldstone Lake,6.56E-4,0.3,6.907931E-4
701,Goose Lake 2011 CFM,4.8E-5,0.024,5.6931607E-5
86,Gravel Hills-Harper Lk,2.46E-4,0.122,5.788753E-4
131,Great Valley 01,1.6E-5,0.008,3.523781E-5
133,Great Valley 02,2.6E-5,0.013,6.6413006E-5
132,Great Valley 03 Mysterious Ridge,6.0E-4,0.275,0.001011741
383,Great Valley 03a Dunnigan Hills,0.0,0.0,0.0
134,Great Valley 04a Trout Creek,4.12E-4,0.197,6.6592434E-4
381,Great Valley 04b Gordon Valley,4.0E-4,0.191,5.7335524E-4
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,4.6E-4,0.213,6.633256E-4
136,Great Valley 07 (Orestimba),1.78E-4,0.089,2.7694667E-4
137,Great Valley 08 (Quinto),2.08E-4,0.104,1.9067492E-4
151,Great Valley 09 (Laguna Seca),3.94E-4,0.191,7.932894E-4
138,Great Valley 10 (Panoche),3.26E-4,0.16,7.348172E-4
139,Great Valley 11,2.72E-4,0.133,7.0339744E-4
140,Great Valley 12,9.8E-5,0.048,4.106993E-4
142,Great Valley 13 (Coalinga),6.0E-5,0.03,6.558958E-4
141,Great Valley 14 (Kettleman Hills),9.6E-5,0.048,3.2380995E-4
623,Green Valley 2011 CFM,0.002312,0.731,0.003105729
636,Greenville (No) 2011 CFM,8.3E-4,0.363,0.0015412637
635,Greenville (So) 2011 CFM,5.38E-4,0.255,0.0010451972
702,Hartley Springs 2011 CFM,2.76E-4,0.137,6.407494E-4
37,Hat Creek-McArthur-Mayfield,3.18E-4,0.153,6.9892843E-4
639,Hayward (No) 2011 CFM,0.003544,0.923,0.004253977
638,Hayward (So) 2011 CFM,0.00785,1.0,0.008140643
637,Hayward (So) extension 2011 CFM,0.00232,0.715,0.0024974556
167,Hector Mine,1.06E-4,0.052,5.6812627E-4
84,Helendale-So Lockhart,2.72E-4,0.129,4.5865367E-4
703,Hilton Creek 2011 CFM,2.46E-4,0.123,0.0011460577
108,Hollywood,2.88E-4,0.139,5.866064E-4
228,Holser alt 1,1.22E-4,0.06,3.2740412E-4
723,Homestead Valley 2011,9.0E-5,0.045,5.356293E-4
704,Honey Lake 2011 CFM,7.56E-4,0.355,0.0014195637
30,Hosgri,4.58E-4,0.206,0.0010396335
208,Hosgri (Extension),8.2E-5,0.04,1.9396763E-4
50,Hunter Mountain-Saline Valley,9.1E-4,0.407,0.0016860048
677,Hunting Creek - Bartlett Springs connector 2011,0.001098,0.468,0.001984548
640,Hunting Creek - Berryessa 2011 CFM,0.002114,0.693,0.0028369261
97,Imperial,0.007654,1.0,0.0096799815
678,Incline Village 2011 CFM,3.8E-5,0.019,2.4175804E-4
65,Independence rev 2011,1.86E-4,0.092,2.3074308E-4
892,Jess Valley,5.8E-5,0.028,7.9790014E-5
91,Johnson Valley (No) 2011 rev,1.74E-4,0.086,7.9816044E-4
168,Joshua Tree (Seismicity),2.2E-5,0.011,3.33033E-5
679,Keddie Ridge 2011 CFM,1.44E-4,0.069,3.122006E-4
542,Kern Canyon (Lake Isabella) 2011,6.4E-5,0.032,1.4535683E-4
544,Kern Canyon (North Kern) 2011,4.6E-5,0.023,1.6781817E-4
543,Kern Canyon (South Kern) 2011,7.6E-5,0.038,1.5575226E-4
92,Kickapoo,2.0E-6,0.001,2.3277244E-4
680,King Range 2011 CFM,2.48E-4,0.121,2.636199E-4
641,La Panza 2011,1.38E-4,0.067,1.2968181E-4
104,Laguna Salada,7.62E-4,0.354,0.0014127558
207,Lake Isabella (Seismicity),1.24E-4,0.061,2.6841054E-4
642,Las Positas,0.0,0.0,0.0
890,Last Chance,9.2E-5,0.046,1.690218E-4
85,Lenwood-Lockhart-Old Woman Springs,5.02E-4,0.23,9.077732E-4
705,Likely 2011 CFM,1.98E-4,0.092,4.0068393E-4
681,Lions Head 2011 CFM,1.2E-5,0.006,2.182931E-5
144,Little Lake,2.76E-4,0.135,6.6776376E-4
16,Little Salmon (Offshore),8.02E-4,0.372,0.0012028371
17,Little Salmon (Onshore),0.00172,0.735,0.0021697474
683,Los Alamos 2011 CFM,2.84E-4,0.138,2.4150604E-4
780,Los Alamos extension,2.68E-4,0.133,2.0947917E-4
643,Los Medanos - Roe Island,2.0E-5,0.01,4.731268E-5
74,Los Osos 2011,1.12E-4,0.055,1.6553189E-4
201,Lost Hills,4.6E-4,0.226,6.4117904E-4
166,Ludlow,1.92E-4,0.096,3.3909068E-4
644,Maacama 2011 CFM,0.003398,0.879,0.0057145148
22,Mad River (alt1),5.02E-4,0.224,5.872844E-4
221,Malibu Coast (Extension) alt 1,1.6E-4,0.076,2.857789E-4
220,Malibu Coast alt 1,1.38E-4,0.063,3.9686105E-4
164,Manix-Afton Hills,4.02E-4,0.191,5.107759E-4
21,McKinleyville (alt1),5.28E-4,0.239,5.754558E-4
155,McLean Lake,3.46E-4,0.171,3.1650678E-4
13,Mendocino,0.00858,0.999,0.012516479
605,Mission (connected) 2011 CFM,6.48E-4,0.284,6.789935E-4
250,Mission Creek,4.1E-4,0.188,6.02634E-4
779,Mission Hills 2011,8.4E-5,0.042,2.3826653E-4
78,Mission Ridge-Arroyo Parida-Santa Ana,4.28E-4,0.194,6.3929835E-4
686,Mohawk Valley 2011 CFM,2.84E-4,0.138,6.163704E-4
707,Mono Lake 2011 CFM,4.92E-4,0.242,9.1303966E-4
646,Monte Vista - Shannon 2011 CFM,0.001478,0.61,9.3871204E-4
11,Monterey Bay-Tularcitos,4.42E-4,0.209,6.651286E-4
188,Morales (East),3.4E-5,0.017,3.743904E-5
187,Morales (West),2.4E-5,0.012,3.3939574E-5
711,Mount Diablo Thrust North CFM,4.2E-4,0.2,7.720545E-4
713,Mount Diablo Thrust South,3.58E-4,0.17,6.380676E-4
156,Nelson Lake,1.86E-4,0.088,1.4794184E-4
122,Newport-Inglewood (Offshore),2.64E-4,0.128,5.744042E-4
235,Newport-Inglewood alt 1,2.8E-4,0.131,6.657726E-4
83,North Frontal  (East),2.04E-4,0.102,3.7233395E-4
82,North Frontal  (West),1.56E-4,0.078,2.468901E-4
199,North Salt Lake,1.0E-5,0.005,3.086765E-5
687,North Tahoe 2011 CFM,1.72E-4,0.084,3.8384294E-4
130,Northridge,2.4E-4,0.117,9.059266E-4
211,Northridge Hills,1.12E-4,0.056,2.6590173E-4
116,Oak Ridge (Onshore),8.1E-4,0.337,0.0016462933
709,Oceanic - West Huasna,3.08E-4,0.145,5.9229234E-4
777,Oceanside alt1,3.16E-4,0.151,6.0619024E-4
921,Ortigalita (North),0.001118,0.443,0.0014448296
9,Ortigalita (South),6.82E-4,0.323,9.27722E-4
64,Owens Valley,6.72E-4,0.303,0.0018040228
891,Owens Valley Keough Hot Springs,2.36E-4,0.117,6.9583335E-4
47,Owl Lake,7.16E-4,0.333,7.9221977E-4
841,Ozena,4.2E-5,0.021,7.5020034E-5
109,Palos Verdes,8.62E-4,0.393,0.0015920971
244,Panamint Valley,0.001012,0.44,0.0014333011
162,Paradise,3.12E-4,0.153,4.826681E-4
186,Peralta Hills,4.6E-5,0.023,8.13349E-5
647,Pilarcitos 2011 CFM,2.14E-4,0.105,1.9377592E-4
193,Pine Mtn,2.84E-4,0.138,3.597619E-4
93,Pinto Mtn,0.001074,0.449,0.0019462601
89,Pisgah-Bullion Mtn-Mesquite Lk,3.44E-4,0.166,9.0354146E-4
212,Pitas Point (Lower West),3.64E-4,0.177,4.2533522E-4
215,Pitas Point (Lower)-Montalvo,2.32E-4,0.116,2.741659E-4
688,Pittville 2011 CFM,6.2E-5,0.031,1.2801023E-4
58,Pleito,0.001132,0.498,8.7467715E-4
666,Point Reyes 2011 CFM,1.06E-4,0.052,1.00609956E-4
843,Point Reyes 2011 connector,6.8E-5,0.033,7.129068E-5
545,Polaris 2011 CFM,1.64E-4,0.081,3.4662307E-4
240,Puente Hills,2.92E-4,0.141,6.314509E-4
648,Quien Sabe 2011 CFM,9.2E-5,0.046,1.3087047E-4
152,Raymond,3.94E-4,0.184,7.274758E-4
118,Red Mountain,0.001252,0.49,0.0016460007
161,Red Pass,5.0E-5,0.025,5.153582E-5
232,Redondo Canyon alt 1,9.4E-5,0.047,1.6724717E-4
649,Reliz 2011 CFM,2.3E-4,0.11,3.1129504E-4
205,Richfield,2.0E-6,0.001,1.45862095E-5
650,Rinconada 2011 CFM,1.96E-4,0.095,3.217916E-4
38,Robinson Creek,0.0,0.0,0.0
689,Rocky Ledge 2011 CFM,0.0,0.0,0.0
651,Rodgers Creek - Healdsburg 2011 CFM,0.002604,0.847,0.0034300783
123,Rose Canyon,5.64E-4,0.259,9.272157E-4
42,Round Valley,1.72E-4,0.085,5.5553654E-4
690,Russ 2011 CFM,5.66E-4,0.267,0.0012421969
287,San Andreas (Big Bend),0.004672,0.997,0.0047818352
300,San Andreas (Carrizo) rev,0.005686,1.0,0.0059036175
285,San Andreas (Cholame) rev,0.005866,1.0,0.006128417
295,San Andreas (Coachella) rev,0.004752,0.992,0.005337052
658,San Andreas (Creeping Section) 2011 CFM,0.010444,0.999,0.012216282
286,San Andreas (Mojave N),0.00481,0.999,0.00514583
301,San Andreas (Mojave S),0.007028,1.0,0.0067372364
294,San Andreas (North Branch Mill Creek),4.98E-4,0.238,7.0184335E-4
654,San Andreas (North Coast) 2011 CFM,0.00504,0.998,0.006124087
653,San Andreas (Offshore) 2011 CFM,0.005942,0.999,0.006658823
32,San Andreas (Parkfield),0.004474,0.973,0.0046964157
655,San Andreas (Peninsula) 2011 CFM,0.003762,0.973,0.0044411835
282,San Andreas (San Bernardino N),0.006548,0.996,0.0067538084
283,San Andreas (San Bernardino S),0.004858,0.979,0.005577705
284,San Andreas (San Gorgonio Pass-Garnet HIll),0.003784,0.952,0.0042052693
657,San Andreas (Santa Cruz Mts) 2011 CFM,0.006578,0.998,0.00821497
80,San Cayetano,5.94E-4,0.275,0.0012249724
178,San Clemente,6.58E-4,0.295,0.0014562387
774,San Diego Trough north alt1,5.74E-4,0.255,0.0010960139
177,San Diego Trough south,6.3E-4,0.293,0.0013349896
247,San Gabriel,2.16E-4,0.104,3.5125596E-4
248,San Gabriel (Extension),1.16E-4,0.057,2.4594195E-4
194,San Gorgonio Pass,3.02E-4,0.15,3.9887163E-4
660,San Gregorio (North) 2011 CFM,0.001498,0.59,0.0021410657
661,San Gregorio (South) 2011 CFM,4.08E-4,0.193,8.351034E-4
293,San Jacinto (Anza) rev,0.001818,0.711,0.0030321938
99,San Jacinto (Borrego),9.24E-4,0.411,0.0016469683
292,San Jacinto (Clark) rev,0.001184,0.521,0.0019460289
101,San Jacinto (Coyote Creek),7.92E-4,0.367,0.0014235784
901,San Jacinto (Lytle Creek connector),2.12E-4,0.104,3.473115E-4
119,San Jacinto (San Bernardino),0.001122,0.486,0.0017435668
289,San Jacinto (San Jacinto Valley) rev,0.001136,0.498,0.0019029564
401,San Jacinto (Stepovers Combined),0.001256,0.549,0.0021173046
28,San Jacinto (Superstition Mtn),0.001648,0.648,0.0022829375
143,San Joaquin Hills,6.2E-5,0.031,1.801505E-4
107,San Jose,1.12E-4,0.056,2.2496903E-4
31,San Juan,3.32E-4,0.16,2.7158225E-4
692,San Luis Range - Oceano 2011 CFM,4.8E-5,0.024,6.0637725E-5
693,San Luis Range - Pecho 2011 CFM,2.2E-5,0.011,3.6540358E-5
691,San Luis Range 2011 CFM,1.48E-4,0.07,2.0398831E-4
181,San Pedro Basin,4.02E-4,0.192,9.049383E-4
183,San Pedro Escarpment,2.8E-5,0.014,6.125914E-5
198,San Vicente,4.0E-6,0.002,1.6843282E-5
775,Santa Cruz Catalina Ridge alt1,3.56E-4,0.171,7.1525486E-4
111,Santa Cruz Island,4.72E-4,0.206,6.386043E-4
185,Santa Monica Bay,2.6E-5,0.013,3.3881952E-5
226,Santa Monica alt 1,1.7E-4,0.083,4.270074E-4
110,Santa Rosa Island,3.14E-4,0.154,4.7280046E-4
778,Santa Susana East (connector),4.24E-4,0.197,0.0010141431
227,Santa Susana alt 1,5.7E-4,0.267,0.0013957313
79,Santa Ynez (East),5.62E-4,0.252,7.5162615E-4
77,Santa Ynez (West),9.5E-4,0.384,0.0012076236
781,Santa Ynez River,3.24E-4,0.155,3.6952808E-4
662,Sargent 2011 CFM,6.5E-4,0.309,7.492356E-4
209,Scodie Lineament,3.6E-5,0.018,9.447623E-5
885,Sheephole,7.4E-5,0.037,1.1472036E-4
547,Shoreline,3.4E-5,0.017,5.8372334E-5
114,Sierra Madre,2.38E-4,0.115,6.603931E-4
113,Sierra Madre (San Fernando),1.34E-4,0.066,5.3481E-4
210,Sierra Nevada  (No Extension),3.38E-4,0.164,4.0537934E-4
664,Silver Creek 2011 CFM,7.0E-5,0.035,1.0613953E-4
115,Simi-Santa Rosa,4.02E-4,0.194,7.6526636E-4
202,Sisar,1.24E-4,0.062,2.3711003E-4
694,Skinner Flat 2011 CFM,0.0,0.0,0.0
63,So Sierra Nevada,3.58E-4,0.172,6.0260686E-4
189,South Cuyama,3.4E-5,0.017,6.6513676E-5
719,South Klamath Lake East,2.56E-4,0.117,3.230897E-4
720,South Klamath Lake West,2.76E-4,0.12,3.165329E-4
98,Superstition Hills,9.78E-4,0.413,0.0015483161
708,Surprise Valley 2011 CFM,3.6E-4,0.165,6.6441984E-4
695,Swain Ravine - Spenceville,6.8E-5,0.034,1.00239275E-4
15,Table Bluff,3.88E-4,0.188,6.6905795E-4
145,Tank Canyon,3.78E-4,0.18,4.155949E-4
174,Thirty Mile Bank,1.9E-4,0.09,3.3981277E-4
887,Tin Mountain,5.2E-5,0.026,1.2075924E-4
886,Towne Pass,5.2E-5,0.026,6.2371924E-5
19,Trinidad (alt1),0.00116,0.463,0.0015741035
117,Ventura-Pitas Point,5.48E-4,0.247,9.786009E-4
112,Verdugo,1.16E-4,0.058,2.5648353E-4
696,Walker Spring 2011 CFM,8.0E-5,0.039,1.7973287E-4
665,West Napa 2011 CFM,5.12E-4,0.242,8.808866E-4
321,West Tahoe,3.44E-4,0.166,6.619035E-4
44,White Mountains,2.9E-4,0.14,6.990701E-4
253,White Wolf,4.4E-5,0.022,5.909189E-4
254,White Wolf (Extension),8.2E-5,0.041,3.008637E-4
236,Whittier alt 1,4.26E-4,0.205,7.9052E-4
697,Wight Way 2011 CFM,8.0E-6,0.004,2.8001663E-5
206,Yorba Linda,1.8E-5,0.009,4.406553E-5
715,Zayante-Vergeles 2011 CFM,3.4E-5,0.017,5.819062E-5
